_id,type,model
ObjectId(67a2dc7ebfacdfee94b2f97d),television,k20
ObjectId(67a2dc7ebfacdfee94b2f97e),laptop,ay9
ObjectId(67a2dc7ebfacdfee94b2f97f),television,jk23
ObjectId(67a2dc7ebfacdfee94b2f980),laptop,zeta
ObjectId(67a2dc7ebfacdfee94b2f981),television,ss2
ObjectId(67a2dc7ebfacdfee94b2f982),television,jk23
ObjectId(67a2dc7ebfacdfee94b2f983),laptop,jl3
ObjectId(67a2dc7ebfacdfee94b2f984),television,boom
ObjectId(67a2dc7ebfacdfee94b2f985),laptop,qw2
ObjectId(67a2dc7ebfacdfee94b2f986),laptop,j3
ObjectId(67a2dc7ebfacdfee94b2f987),television,ss2
ObjectId(67a2dc7ebfacdfee94b2f988),television,dj1
ObjectId(67a2dc7ebfacdfee94b2f989),laptop,k12
ObjectId(67a2dc7ebfacdfee94b2f98a),television,k20
ObjectId(67a2dc7ebfacdfee94b2f98b),television,boom
ObjectId(67a2dc7ebfacdfee94b2f98c),television,k20
ObjectId(67a2dc7ebfacdfee94b2f98d),laptop,j3
ObjectId(67a2dc7ebfacdfee94b2f98e),television,boom
ObjectId(67a2dc7ebfacdfee94b2f98f),laptop,j3
ObjectId(67a2dc7ebfacdfee94b2f990),television,k20
ObjectId(67a2dc7ebfacdfee94b2f991),laptop,zeta
ObjectId(67a2dc7ebfacdfee94b2f992),laptop,zeta
ObjectId(67a2dc7ebfacdfee94b2f993),television,ss2
ObjectId(67a2dc7ebfacdfee94b2f994),television,boom
ObjectId(67a2dc7ebfacdfee94b2f995),television,dj1
ObjectId(67a2dc7ebfacdfee94b2f996),television,dj1
ObjectId(67a2dc7ebfacdfee94b2f997),television,ss2
ObjectId(67a2dc7ebfacdfee94b2f998),television,dj1
ObjectId(67a2dc7ebfacdfee94b2f999),television,dj1
ObjectId(67a2f1384d18a3d6e6be00c2),smart phone,cz
ObjectId(67a2f1384d18a3d6e6be00c3),smart phone,xm23
ObjectId(67a2f1384d18a3d6e6be00c4),smart phone,platina
ObjectId(67a2f1384d18a3d6e6be00c5),smart phone,c3
ObjectId(67a2f1384d18a3d6e6be00c6),smart phone,k9
ObjectId(67a2f1384d18a3d6e6be00c7),smart phone,c12
ObjectId(67a2f1384d18a3d6e6be00c8),smart phone,xm23
ObjectId(67a2f1384d18a3d6e6be00c9),smart phone,k9
ObjectId(67a2f1384d18a3d6e6be00ca),smart phone,platina
ObjectId(67a2f1384d18a3d6e6be00cb),smart phone,bn20
ObjectId(67a2f1384d18a3d6e6be00cc),smart phone,pk2
ObjectId(67a2f1384d18a3d6e6be00cd),smart phone,xm23
ObjectId(67a2f1384d18a3d6e6be00ce),smart phone,c3
ObjectId(67a2f1384d18a3d6e6be00cf),smart phone,c12
ObjectId(67a2f1384d18a3d6e6be00d0),smart phone,pk2
ObjectId(67a2f1384d18a3d6e6be00d1),smart phone,c12
ObjectId(67a2f1384d18a3d6e6be00d2),smart phone,pk2
ObjectId(67a2f1384d18a3d6e6be00d3),smart phone,cz
ObjectId(67a2f1384d18a3d6e6be00d4),smart phone,c3
ObjectId(67a2f1384d18a3d6e6be00d5),smart phone,cz
ObjectId(67a2f1384d18a3d6e6be00d6),smart phone,k9
ObjectId(67a2f1384d18a3d6e6be00d7),smart phone,bn20
ObjectId(67a2f1384d18a3d6e6be00d8),smart phone,platina
ObjectId(67a2f1384d18a3d6e6be00d9),smart phone,bn20
ObjectId(67a2f1384d18a3d6e6be00da),laptop,c6
ObjectId(67a2f1384d18a3d6e6be00db),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be00dc),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be00dd),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be00de),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be00df),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be00e0),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be00e1),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00e2),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be00e3),laptop,j3
ObjectId(67a2f1384d18a3d6e6be00e4),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be00e5),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be00e6),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be00e7),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be00e8),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be00e9),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be00ea),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00eb),laptop,kz
ObjectId(67a2f1384d18a3d6e6be00ec),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be00ed),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be00ee),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be00ef),laptop,j3
ObjectId(67a2f1384d18a3d6e6be00f0),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be00f1),laptop,kz
ObjectId(67a2f1384d18a3d6e6be00f2),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be00f3),laptop,c6
ObjectId(67a2f1384d18a3d6e6be00f4),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be00f5),laptop,c6
ObjectId(67a2f1384d18a3d6e6be00f6),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00f7),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be00f8),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00f9),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be00fa),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be00fb),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be00fc),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00fd),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00fe),laptop,k12
ObjectId(67a2f1384d18a3d6e6be00ff),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0100),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0101),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0102),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0103),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0104),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0105),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0106),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0107),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0108),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0109),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be010a),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be010b),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be010c),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be010d),laptop,c6
ObjectId(67a2f1384d18a3d6e6be010e),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be010f),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0110),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0111),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0112),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0113),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0114),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0115),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0116),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0117),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0118),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0119),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be011a),laptop,kz
ObjectId(67a2f1384d18a3d6e6be011b),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be011c),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be011d),laptop,j3
ObjectId(67a2f1384d18a3d6e6be011e),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be011f),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0120),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0121),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0122),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0123),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0124),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0125),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0126),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0127),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0128),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0129),laptop,k12
ObjectId(67a2f1384d18a3d6e6be012a),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be012b),laptop,kz
ObjectId(67a2f1384d18a3d6e6be012c),laptop,j3
ObjectId(67a2f1384d18a3d6e6be012d),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be012e),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be012f),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0130),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0131),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0132),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0133),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0134),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0135),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0136),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0137),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0138),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0139),laptop,k12
ObjectId(67a2f1384d18a3d6e6be013a),laptop,kz
ObjectId(67a2f1384d18a3d6e6be013b),laptop,k12
ObjectId(67a2f1384d18a3d6e6be013c),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be013d),laptop,j3
ObjectId(67a2f1384d18a3d6e6be013e),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be013f),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0140),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0141),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0142),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0143),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0144),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0145),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0146),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0147),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0148),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0149),laptop,k12
ObjectId(67a2f1384d18a3d6e6be014a),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be014b),laptop,c6
ObjectId(67a2f1384d18a3d6e6be014c),laptop,kz
ObjectId(67a2f1384d18a3d6e6be014d),laptop,c6
ObjectId(67a2f1384d18a3d6e6be014e),laptop,c6
ObjectId(67a2f1384d18a3d6e6be014f),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0150),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0151),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0152),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0153),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0154),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0155),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0156),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0157),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0158),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0159),laptop,k12
ObjectId(67a2f1384d18a3d6e6be015a),laptop,kz
ObjectId(67a2f1384d18a3d6e6be015b),laptop,k12
ObjectId(67a2f1384d18a3d6e6be015c),laptop,j3
ObjectId(67a2f1384d18a3d6e6be015d),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be015e),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be015f),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0160),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0161),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0162),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0163),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0164),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0165),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0166),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0167),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0168),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0169),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be016a),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be016b),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be016c),laptop,c6
ObjectId(67a2f1384d18a3d6e6be016d),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be016e),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be016f),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0170),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0171),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0172),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0173),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0174),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0175),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0176),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0177),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0178),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0179),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be017a),laptop,k12
ObjectId(67a2f1384d18a3d6e6be017b),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be017c),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be017d),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be017e),laptop,j3
ObjectId(67a2f1384d18a3d6e6be017f),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0180),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0181),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0182),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0183),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0184),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0185),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0186),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0187),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0188),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0189),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be018a),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be018b),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be018c),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be018d),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be018e),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be018f),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0190),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0191),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0192),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0193),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0194),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0195),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0196),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0197),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0198),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0199),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be019a),laptop,kz
ObjectId(67a2f1384d18a3d6e6be019b),laptop,c6
ObjectId(67a2f1384d18a3d6e6be019c),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be019d),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be019e),laptop,j3
ObjectId(67a2f1384d18a3d6e6be019f),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01a0),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01a1),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01a2),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01a3),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01a4),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01a5),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01a6),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01a7),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01a8),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01a9),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01aa),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01ab),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01ac),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01ad),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01ae),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01af),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01b0),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01b1),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01b2),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01b3),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01b4),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01b5),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01b6),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01b7),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01b8),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01b9),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01ba),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01bb),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01bc),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01bd),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01be),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01bf),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01c0),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01c1),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01c2),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01c3),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01c4),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01c5),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01c6),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01c7),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01c8),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01c9),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01ca),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01cb),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01cc),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01cd),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01ce),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01cf),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01d0),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01d1),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01d2),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01d3),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01d4),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01d5),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01d6),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01d7),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01d8),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01d9),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01da),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01db),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01dc),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01dd),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01de),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01df),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01e0),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01e1),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01e2),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01e3),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01e4),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01e5),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01e6),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01e7),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01e8),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01e9),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01ea),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01eb),laptop,kz
ObjectId(67a2f1384d18a3d6e6be01ec),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01ed),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01ee),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01ef),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be01f0),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01f1),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01f2),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01f3),laptop,j3
ObjectId(67a2f1384d18a3d6e6be01f4),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01f5),laptop,k12
ObjectId(67a2f1384d18a3d6e6be01f6),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01f7),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01f8),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be01f9),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01fa),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be01fb),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01fc),laptop,c6
ObjectId(67a2f1384d18a3d6e6be01fd),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be01fe),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be01ff),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0200),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0201),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0202),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0203),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0204),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0205),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0206),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0207),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0208),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0209),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be020a),laptop,j3
ObjectId(67a2f1384d18a3d6e6be020b),laptop,c6
ObjectId(67a2f1384d18a3d6e6be020c),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be020d),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be020e),laptop,k12
ObjectId(67a2f1384d18a3d6e6be020f),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0210),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0211),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0212),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0213),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0214),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0215),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0216),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0217),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0218),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0219),laptop,j3
ObjectId(67a2f1384d18a3d6e6be021a),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be021b),laptop,j3
ObjectId(67a2f1384d18a3d6e6be021c),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be021d),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be021e),laptop,kz
ObjectId(67a2f1384d18a3d6e6be021f),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0220),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0221),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0222),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0223),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0224),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0225),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0226),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0227),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0228),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0229),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be022a),laptop,c6
ObjectId(67a2f1384d18a3d6e6be022b),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be022c),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be022d),laptop,kz
ObjectId(67a2f1384d18a3d6e6be022e),laptop,k12
ObjectId(67a2f1384d18a3d6e6be022f),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0230),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0231),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0232),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0233),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0234),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0235),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0236),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0237),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0238),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0239),laptop,k12
ObjectId(67a2f1384d18a3d6e6be023a),laptop,k12
ObjectId(67a2f1384d18a3d6e6be023b),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be023c),laptop,c6
ObjectId(67a2f1384d18a3d6e6be023d),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be023e),laptop,c6
ObjectId(67a2f1384d18a3d6e6be023f),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0240),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0241),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0242),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0243),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0244),laptop,k12
ObjectId(67a2f1384d18a3d6e6be0245),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0246),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0247),laptop,ki2
ObjectId(67a2f1384d18a3d6e6be0248),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0249),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be024a),laptop,kz
ObjectId(67a2f1384d18a3d6e6be024b),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be024c),laptop,j3
ObjectId(67a2f1384d18a3d6e6be024d),laptop,j3
ObjectId(67a2f1384d18a3d6e6be024e),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be024f),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0250),laptop,jl3
ObjectId(67a2f1384d18a3d6e6be0251),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0252),laptop,c6
ObjectId(67a2f1384d18a3d6e6be0253),laptop,kz
ObjectId(67a2f1384d18a3d6e6be0254),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0255),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be0256),laptop,j3
ObjectId(67a2f1384d18a3d6e6be0257),laptop,ay9
ObjectId(67a2f1384d18a3d6e6be0258),laptop,zeta
ObjectId(67a2f1384d18a3d6e6be0259),laptop,qw2
ObjectId(67a2f1384d18a3d6e6be025a),laptop,j3
